"SurveyId","agegrp","var","n","per","perwt"
"BO2008DHS","15-19","LB",689,0.924832214765101,0.917071918061693
"BO2008DHS","15-19","SB",2,0.00268456375838926,0.00109091461817203
"BO2008DHS","15-19","TRM",54,0.0724832214765101,0.0818371673201345
"BO2008DHS","20-24","LB",1541,0.891266628108733,0.889153455053301
"BO2008DHS","20-24","SB",17,0.00983227299016773,0.00983489779432444
"BO2008DHS","20-24","TRM",171,0.0989010989010989,0.101011647152375
"BO2008DHS","25-29","LB",1487,0.877804014167651,0.873768675678777
"BO2008DHS","25-29","SB",14,0.00826446280991736,0.0114533752040864
"BO2008DHS","25-29","TRM",193,0.113931523022432,0.114777949117137
"BO2008DHS","30-34","LB",1034,0.865996649916248,0.871877445873059
"BO2008DHS","30-34","SB",7,0.00586264656616415,0.0046153302145728
"BO2008DHS","30-34","TRM",153,0.128140703517588,0.123507223912368
"BO2008DHS","35-39","LB",752,0.853575482406356,0.869212258984136
"BO2008DHS","35-39","SB",10,0.0113507377979569,0.0102634061130109
"BO2008DHS","35-39","TRM",119,0.135073779795687,0.120524334902853
"BO2008DHS","40-44","LB",349,0.81924882629108,0.821786089274203
"BO2008DHS","40-44","SB",9,0.0211267605633803,0.0182098935906843
"BO2008DHS","40-44","TRM",68,0.15962441314554,0.160004017135113
"BO2008DHS","45-49","LB",61,0.835616438356164,0.855509181770088
"BO2008DHS","45-49","SB",1,0.0136986301369863,0.0208276953964061
"BO2008DHS","45-49","TRM",11,0.150684931506849,0.123663122833506
"BR1996DHS","<15","LB",5,0.833333333333333,0.798801100598904
"BR1996DHS","<15","TRM",1,0.166666666666667,0.201198899401096
"BR1996DHS","15-19","LB",462,0.853974121996303,0.855183402281148
"BR1996DHS","15-19","SB",2,0.00369685767097967,0.0024012987844056
"BR1996DHS","15-19","TRM",77,0.142329020332717,0.142415298934447
"BR1996DHS","20-24","LB",1026,0.889081455805893,0.881894378685503
"BR1996DHS","20-24","SB",6,0.00519930675909879,0.00800174376433262
"BR1996DHS","20-24","TRM",122,0.105719237435009,0.110103877550164
"BR1996DHS","25-29","LB",970,0.867620751341682,0.871529412086683
"BR1996DHS","25-29","SB",7,0.00626118067978533,0.00584720915275646
"BR1996DHS","25-29","TRM",141,0.126118067978533,0.122623378760561
"BR1996DHS","30-34","LB",604,0.890855457227139,0.886247330065085
"BR1996DHS","30-34","SB",4,0.00589970501474926,0.00504837614697304
"BR1996DHS","30-34","TRM",70,0.103244837758112,0.108704293787942
"BR1996DHS","35-39","LB",300,0.793650793650794,0.797080074804843
"BR1996DHS","35-39","SB",6,0.0158730158730159,0.0105393251529184
"BR1996DHS","35-39","TRM",72,0.19047619047619,0.192380600042239
"BR1996DHS","40-44","LB",117,0.774834437086093,0.784553026321543
"BR1996DHS","40-44","SB",4,0.0264900662251656,0.0318990149462055
"BR1996DHS","40-44","TRM",30,0.198675496688742,0.183547958732252
"BR1996DHS","45-49","LB",10,0.555555555555556,0.545269100535745
"BR1996DHS","45-49","TRM",8,0.444444444444444,0.454730899464255
"BF2010DHS","<15","LB",4,0.8,0.851984217284099
"BF2010DHS","<15","TRM",1,0.2,0.148015782715901
"BF2010DHS","15-19","LB",1384,0.928236083165661,0.928699116482854
"BF2010DHS","15-19","SB",32,0.0214621059691482,0.0214100534056651
"BF2010DHS","15-19","TRM",75,0.0503018108651912,0.0498908301114808
"BF2010DHS","20-24","LB",3411,0.951199107640825,0.955718357465216
"BF2010DHS","20-24","SB",32,0.00892359174567764,0.00783789428596248
"BF2010DHS","20-24","TRM",143,0.0398773006134969,0.0364437482488211
"BF2010DHS","25-29","LB",3298,0.952903785033227,0.957268891692232
"BF2010DHS","25-29","SB",29,0.0083790811904074,0.00731580036145707
"BF2010DHS","25-29","TRM",134,0.0387171337763652,0.0354153079463113
"BF2010DHS","30-34","LB",2277,0.950333889816361,0.95041635001309
"BF2010DHS","30-34","SB",32,0.013355592654424,0.0138419927632283
"BF2010DHS","30-34","TRM",87,0.0363105175292154,0.035741657223682
"BF2010DHS","35-39","LB",1518,0.947565543071161,0.95035517494907
"BF2010DHS","35-39","SB",19,0.0118601747815231,0.00935989418318971
"BF2010DHS","35-39","TRM",65,0.0405742821473159,0.0402849308677405
"BF2010DHS","40-44","LB",639,0.908961593172119,0.902862411162107
"BF2010DHS","40-44","SB",9,0.0128022759601707,0.0157546586416052
"BF2010DHS","40-44","TRM",55,0.0782361308677098,0.0813829301962878
"BF2010DHS","45-49","LB",105,0.860655737704918,0.851268678224506
"BF2010DHS","45-49","SB",3,0.0245901639344262,0.0411584286561579
"BF2010DHS","45-49","TRM",14,0.114754098360656,0.107572893119336
"BF2021DHS","<15","LB",8,0.615384615384615,0.478924921625006
"BF2021DHS","<15","TRM",5,0.384615384615385,0.521075078374994
"BF2021DHS","15-19","LB",1128,0.919315403422983,0.921722664120129
"BF2021DHS","15-19","SB",19,0.0154849225753871,0.017280944119331
"BF2021DHS","15-19","TRM",80,0.06519967400163,0.0609963917605398
"BF2021DHS","20-24","LB",2646,0.937300743889479,0.937053307138626
"BF2021DHS","20-24","SB",27,0.00956429330499469,0.0103328401967708
"BF2021DHS","20-24","TRM",150,0.053134962805526,0.0526138526646037
"BF2021DHS","25-29","LB",2505,0.942083490033847,0.944833608668798
"BF2021DHS","25-29","SB",29,0.0109063557728469,0.00986805833472365
"BF2021DHS","25-29","TRM",125,0.0470101541933058,0.0452983329964788
"BF2021DHS","30-34","LB",2053,0.938299817184644,0.938824910968821
"BF2021DHS","30-34","SB",28,0.0127970749542962,0.0137204829600642
"BF2021DHS","30-34","TRM",107,0.0489031078610603,0.0474546060711146
"BF2021DHS","35-39","LB",1325,0.919500346981263,0.914104228492656
"BF2021DHS","35-39","SB",23,0.0159611380985427,0.0158089709115337
"BF2021DHS","35-39","TRM",93,0.0645385149201943,0.0700868005958106
"BF2021DHS","40-44","LB",556,0.883942766295707,0.893095905920045
"BF2021DHS","40-44","SB",15,0.0238473767885533,0.0239729928046071
"BF2021DHS","40-44","TRM",58,0.0922098569157393,0.0829311012753483
"BF2021DHS","45-49","LB",76,0.817204301075269,0.793112956871797
"BF2021DHS","45-49","SB",3,0.032258064516129,0.0319942157143319
"BF2021DHS","45-49","TRM",14,0.150537634408602,0.174892827413871
"BU2010DHS","<15","LB",3,1,1
"BU2010DHS","15-19","LB",417,0.891025641025641,0.889079097614118
"BU2010DHS","15-19","SB",11,0.0235042735042735,0.026119455475552
"BU2010DHS","15-19","TRM",40,0.0854700854700855,0.0848014469103299
"BU2010DHS","20-24","LB",1840,0.93973442288049,0.934305864853211
"BU2010DHS","20-24","SB",32,0.0163432073544433,0.0179479697583876
"BU2010DHS","20-24","TRM",86,0.0439223697650664,0.0477461653884014
"BU2010DHS","25-29","LB",1833,0.953198127925117,0.954248032442679
"BU2010DHS","25-29","SB",31,0.016120644825793,0.0177659258151986
"BU2010DHS","25-29","TRM",59,0.03068122724909,0.0279860417421224
"BU2010DHS","30-34","LB",1304,0.938804895608351,0.936203466655388
"BU2010DHS","30-34","SB",21,0.0151187904967603,0.0193993906369643
"BU2010DHS","30-34","TRM",64,0.0460763138948884,0.0443971427076478
"BU2010DHS","35-39","LB",963,0.912796208530806,0.91793235425162
"BU2010DHS","35-39","SB",15,0.014218009478673,0.0134700105800354
"BU2010DHS","35-39","TRM",77,0.0729857819905213,0.0685976351683445
"BU2010DHS","40-44","LB",389,0.849344978165939,0.862617193139411
"BU2010DHS","40-44","SB",7,0.0152838427947598,0.0103561881386879
"BU2010DHS","40-44","TRM",62,0.135371179039301,0.127026618721901
"BU2010DHS","45-49","LB",74,0.822222222222222,0.816265851399685
"BU2010DHS","45-49","SB",1,0.0111111111111111,0.0112740516533862
"BU2010DHS","45-49","TRM",15,0.166666666666667,0.172460096946928
"BU2016DHS","<15","LB",7,1,1
"BU2016DHS","15-19","LB",744,0.921933085501859,0.921084138837431
"BU2016DHS","15-19","SB",21,0.0260223048327138,0.0287149568390757
"BU2016DHS","15-19","TRM",42,0.0520446096654275,0.0502009043234928
"BU2016DHS","20-24","LB",3110,0.934776074541629,0.930391201674335
"BU2016DHS","20-24","SB",74,0.0222422602945597,0.0228634255273552
"BU2016DHS","20-24","TRM",143,0.0429816651638112,0.0467453727983094
"BU2016DHS","25-29","LB",3283,0.940687679083095,0.939245743812181
"BU2016DHS","25-29","SB",55,0.0157593123209169,0.0158543832195658
"BU2016DHS","25-29","TRM",152,0.0435530085959885,0.0448998729682537
"BU2016DHS","30-34","LB",2722,0.937973811164714,0.940576594861245
"BU2016DHS","30-34","SB",42,0.0144727773949001,0.0156861893514704
"BU2016DHS","30-34","TRM",138,0.0475534114403859,0.0437372157872848
"BU2016DHS","35-39","LB",1546,0.903565166569258,0.90629255025294
"BU2016DHS","35-39","SB",42,0.0245470485096435,0.0250677534206829
"BU2016DHS","35-39","TRM",123,0.0718877849210988,0.0686396963263768
"BU2016DHS","40-44","LB",754,0.86368843069874,0.861586866036498
"BU2016DHS","40-44","SB",29,0.0332187857961054,0.0364581759516564
"BU2016DHS","40-44","TRM",90,0.103092783505155,0.101954958011846
"BU2016DHS","45-49","LB",87,0.783783783783784,0.789318946578492
"BU2016DHS","45-49","SB",5,0.045045045045045,0.0384837116863091
"BU2016DHS","45-49","TRM",19,0.171171171171171,0.172197341735199
"KH2010DHS","<15","TRM",1,1,1
"KH2010DHS","15-19","LB",466,0.851919561243144,0.835685673733188
"KH2010DHS","15-19","SB",5,0.00914076782449726,0.00653636016700056
"KH2010DHS","15-19","TRM",76,0.138939670932358,0.157777966099811
"KH2010DHS","20-24","LB",2174,0.857593688362919,0.84285114327881
"KH2010DHS","20-24","SB",15,0.00591715976331361,0.00526268968832206
"KH2010DHS","20-24","TRM",346,0.136489151873767,0.151886167032868
"KH2010DHS","25-29","LB",2278,0.83290676416819,0.828947132522941
"KH2010DHS","25-29","SB",18,0.00658135283363803,0.00668385480462352
"KH2010DHS","25-29","TRM",439,0.160511882998172,0.164369012672436
"KH2010DHS","30-34","LB",1085,0.779454022988506,0.762207949035216
"KH2010DHS","30-34","SB",8,0.00574712643678161,0.00571128462413591
"KH2010DHS","30-34","TRM",299,0.214798850574713,0.232080766340648
"KH2010DHS","35-39","LB",792,0.739495798319328,0.731393173934446
"KH2010DHS","35-39","SB",5,0.00466853408029879,0.00671382247663329
"KH2010DHS","35-39","TRM",274,0.255835667600373,0.26189300358892
"KH2010DHS","40-44","LB",354,0.606164383561644,0.604425832008682
"KH2010DHS","40-44","SB",10,0.0171232876712329,0.0209783620065408
"KH2010DHS","40-44","TRM",220,0.376712328767123,0.374595805984777
"KH2010DHS","45-49","LB",40,0.465116279069767,0.437647967542873
"KH2010DHS","45-49","SB",1,0.0116279069767442,0.0126066664872126
"KH2010DHS","45-49","TRM",45,0.523255813953488,0.549745365969914
"KH2014DHS","<15","LB",1,0.5,0.0571264552964738
"KH2014DHS","<15","TRM",1,0.5,0.942873544703526
"KH2014DHS","15-19","LB",409,0.829614604462475,0.805870920899191
"KH2014DHS","15-19","SB",1,0.00202839756592292,0.00389080668461449
"KH2014DHS","15-19","TRM",83,0.168356997971602,0.190238272416195
"KH2014DHS","20-24","LB",1747,0.830718021873514,0.819641505667505
"KH2014DHS","20-24","SB",6,0.00285306704707561,0.00307307502896935
"KH2014DHS","20-24","TRM",350,0.16642891107941,0.177285419303525
"KH2014DHS","25-29","LB",1823,0.793643883326077,0.785727139677107
"KH2014DHS","25-29","SB",9,0.00391815411406182,0.003657375604047
"KH2014DHS","25-29","TRM",465,0.202437962559861,0.210615484718846
"KH2014DHS","30-34","LB",1123,0.736876640419947,0.739701972607341
"KH2014DHS","30-34","SB",8,0.005249343832021,0.00592764129764156
"KH2014DHS","30-34","TRM",393,0.257874015748031,0.254370386095017
"KH2014DHS","35-39","LB",437,0.657142857142857,0.628639015072712
"KH2014DHS","35-39","SB",5,0.0075187969924812,0.00868030756973387
"KH2014DHS","35-39","TRM",223,0.335338345864662,0.362680677357554
"KH2014DHS","40-44","LB",207,0.533505154639175,0.530457799665206
"KH2014DHS","40-44","SB",2,0.00515463917525773,0.00573269304271429
"KH2014DHS","40-44","TRM",179,0.461340206185567,0.46380950729208
"KH2014DHS","45-49","LB",30,0.394736842105263,0.444271285501274
"KH2014DHS","45-49","SB",1,0.0131578947368421,0.0156481136936895
"KH2014DHS","45-49","TRM",45,0.592105263157895,0.540080600805037
"KH2021DHS","15-19","LB",550,0.808823529411765,0.781960083400178
"KH2021DHS","15-19","SB",6,0.00882352941176471,0.00724540604424629
"KH2021DHS","15-19","TRM",124,0.182352941176471,0.210794510555575
"KH2021DHS","20-24","LB",1797,0.831174838112858,0.812429096355535
"KH2021DHS","20-24","SB",5,0.00231267345050879,0.00517826021539339
"KH2021DHS","20-24","TRM",360,0.166512488436633,0.182392643429072
"KH2021DHS","25-29","LB",2090,0.806327160493827,0.797863553029916
"KH2021DHS","25-29","SB",11,0.00424382716049383,0.00456064567881602
"KH2021DHS","25-29","TRM",491,0.189429012345679,0.197575801291268
"KH2021DHS","30-34","LB",1638,0.779628748215136,0.771061596336475
"KH2021DHS","30-34","SB",9,0.0042836744407425,0.00403924816559554
"KH2021DHS","30-34","TRM",454,0.216087577344122,0.22489915549793
"KH2021DHS","35-39","LB",882,0.696132596685083,0.708690744333789
"KH2021DHS","35-39","SB",7,0.00552486187845304,0.00465333761275347
"KH2021DHS","35-39","TRM",378,0.298342541436464,0.286655918053457
"KH2021DHS","40-44","LB",240,0.62992125984252,0.604167713588822
"KH2021DHS","40-44","SB",1,0.0026246719160105,0.00362402529291749
"KH2021DHS","40-44","TRM",140,0.36745406824147,0.39220826111826
"KH2021DHS","45-49","LB",22,0.431372549019608,0.41686194189308
"KH2021DHS","45-49","TRM",29,0.568627450980392,0.58313805810692
"CO2015DHS","<15","LB",23,0.638888888888889,0.579135607582359
"CO2015DHS","<15","SB",1,0.0277777777777778,0.0206328457980559
"CO2015DHS","<15","TRM",12,0.333333333333333,0.400231546619585
"CO2015DHS","15-19","LB",1529,0.876720183486238,0.841249782192165
"CO2015DHS","15-19","SB",11,0.00630733944954128,0.0131303969291126
"CO2015DHS","15-19","TRM",204,0.11697247706422,0.145619820878722
"CO2015DHS","20-24","LB",2731,0.863967099019298,0.867292936179185
"CO2015DHS","20-24","SB",19,0.00601075608984499,0.00744853296736891
"CO2015DHS","20-24","TRM",411,0.130022144890857,0.125258530853446
"CO2015DHS","25-29","LB",2099,0.846712384025817,0.84069152363411
"CO2015DHS","25-29","SB",16,0.00645421540943929,0.00525943205694634
"CO2015DHS","25-29","TRM",364,0.146833400564744,0.154049044308944
"CO2015DHS","30-34","LB",1382,0.826555023923445,0.799583106498174
"CO2015DHS","30-34","SB",10,0.00598086124401914,0.00357054238552718
"CO2015DHS","30-34","TRM",280,0.167464114832536,0.196846351116299
"CO2015DHS","35-39","LB",728,0.786177105831533,0.81784032258173
"CO2015DHS","35-39","SB",8,0.00863930885529158,0.00596778109112037
"CO2015DHS","35-39","TRM",190,0.205183585313175,0.176191896327149
"CO2015DHS","40-44","LB",280,0.74468085106383,0.711362069552425
"CO2015DHS","40-44","SB",5,0.0132978723404255,0.0327044684507314
"CO2015DHS","40-44","TRM",91,0.242021276595745,0.255933461996844
"CO2015DHS","45-49","LB",42,0.67741935483871,0.592307413188452
"CO2015DHS","45-49","SB",2,0.032258064516129,0.0458568745405329
"CO2015DHS","45-49","TRM",18,0.290322580645161,0.361835712271015
"KM2012DHS","<15","LB",6,1,1
"KM2012DHS","15-19","LB",293,0.945161290322581,0.953011420433991
"KM2012DHS","15-19","TRM",17,0.0548387096774194,0.0469885795660087
"KM2012DHS","20-24","LB",604,0.942277691107644,0.946922669741674
"KM2012DHS","20-24","SB",2,0.0031201248049922,0.00221692199144934
"KM2012DHS","20-24","TRM",35,0.0546021840873635,0.0508604082668768
"KM2012DHS","25-29","LB",742,0.926342072409488,0.931694016222124
"KM2012DHS","25-29","SB",3,0.00374531835205993,0.0040600489678326
"KM2012DHS","25-29","TRM",56,0.0699126092384519,0.0642459348100438
"KM2012DHS","30-34","LB",547,0.939862542955326,0.934893609036067
"KM2012DHS","30-34","SB",4,0.00687285223367698,0.00600939413395537
"KM2012DHS","30-34","TRM",31,0.0532646048109966,0.059096996829978
"KM2012DHS","35-39","LB",357,0.890274314214464,0.92297037095044
"KM2012DHS","35-39","SB",4,0.00997506234413965,0.00680587536146771
"KM2012DHS","35-39","TRM",40,0.0997506234413965,0.0702237536880922
"KM2012DHS","40-44","LB",100,0.819672131147541,0.881185312547437
"KM2012DHS","40-44","TRM",22,0.180327868852459,0.118814687452563
"KM2012DHS","45-49","LB",17,0.85,0.724560500866035
"KM2012DHS","45-49","TRM",3,0.15,0.275439499133966
"CI2021DHS","<15","LB",20,0.8,0.873442418494876
"CI2021DHS","<15","TRM",5,0.2,0.126557581505124
"CI2021DHS","15-19","LB",1195,0.815143246930423,0.797985020198476
"CI2021DHS","15-19","SB",48,0.0327421555252387,0.0325156065578802
"CI2021DHS","15-19","TRM",223,0.152114597544338,0.169499373243644
"CI2021DHS","20-24","LB",2262,0.872685185185185,0.863958242166363
"CI2021DHS","20-24","SB",50,0.0192901234567901,0.0185706698678645
"CI2021DHS","20-24","TRM",280,0.108024691358025,0.117471087965772
"CI2021DHS","25-29","LB",2241,0.876760563380282,0.879024227065582
"CI2021DHS","25-29","SB",47,0.0183881064162754,0.0208633347103199
"CI2021DHS","25-29","TRM",268,0.104851330203443,0.100112438224098
"CI2021DHS","30-34","LB",1845,0.887872954764196,0.886987250733813
"CI2021DHS","30-34","SB",41,0.019730510105871,0.0150161761317458
"CI2021DHS","30-34","TRM",192,0.0923965351299326,0.0979965731344415
"CI2021DHS","35-39","LB",1243,0.870448179271709,0.861208985150483
"CI2021DHS","35-39","SB",42,0.0294117647058824,0.0239720653761979
"CI2021DHS","35-39","TRM",143,0.100140056022409,0.114818949473319
"CI2021DHS","40-44","LB",419,0.819960861056751,0.811380235076514
"CI2021DHS","40-44","SB",15,0.0293542074363992,0.0360905121859411
"CI2021DHS","40-44","TRM",77,0.150684931506849,0.152529252737545
"CI2021DHS","45-49","LB",49,0.671232876712329,0.557262348600317
"CI2021DHS","45-49","SB",1,0.0136986301369863,0.00397735535066973
"CI2021DHS","45-49","TRM",23,0.315068493150685,0.438760296049013
"DR2002DHS","<15","LB",34,0.739130434782609,0.686639455709169
"DR2002DHS","<15","SB",1,0.0217391304347826,0.00844103881376506
"DR2002DHS","<15","TRM",11,0.239130434782609,0.304919505477067
"DR2002DHS","15-19","LB",1919,0.877457704618198,0.86535490697596
"DR2002DHS","15-19","SB",12,0.00548696844993141,0.00537998089143376
"DR2002DHS","15-19","TRM",256,0.11705532693187,0.129265112132606
"DR2002DHS","20-24","LB",3263,0.874798927613941,0.86181262495928
"DR2002DHS","20-24","SB",26,0.00697050938337802,0.00444350968020132
"DR2002DHS","20-24","TRM",441,0.118230563002681,0.133743865360519
"DR2002DHS","25-29","LB",2259,0.858282674772036,0.844487833723254
"DR2002DHS","25-29","SB",28,0.0106382978723404,0.0068906700455128
"DR2002DHS","25-29","TRM",345,0.131079027355623,0.148621496231233
"DR2002DHS","30-34","LB",1333,0.847425301970756,0.826248076403053
"DR2002DHS","30-34","SB",19,0.0120788302606484,0.00718621499341845
"DR2002DHS","30-34","TRM",221,0.140495867768595,0.166565708603528
"DR2002DHS","35-39","LB",588,0.8328611898017,0.826782132187136
"DR2002DHS","35-39","SB",10,0.0141643059490085,0.0105359732619561
"DR2002DHS","35-39","TRM",108,0.152974504249292,0.162681894550908
"DR2002DHS","40-44","LB",145,0.743589743589744,0.671535086014198
"DR2002DHS","40-44","SB",5,0.0256410256410256,0.0152686426400722
"DR2002DHS","40-44","TRM",45,0.230769230769231,0.313196271345729
"DR2002DHS","45-49","LB",17,0.62962962962963,0.73816411972485
"DR2002DHS","45-49","SB",1,0.037037037037037,0.00338572233851919
