"SurveyId","agegrp","var","n","per","perwt"
"DR2002DHS","45-49","TRM",9,0.333333333333333,0.258450157936631
"SZ2006DHS","<15","LB",5,1,1
"SZ2006DHS","15-19","LB",474,0.971311475409836,0.973976627461023
"SZ2006DHS","15-19","SB",5,0.0102459016393443,0.00825402390341702
"SZ2006DHS","15-19","TRM",9,0.0184426229508197,0.0177693486355599
"SZ2006DHS","20-24","LB",700,0.957592339261286,0.958807567935847
"SZ2006DHS","20-24","SB",7,0.00957592339261286,0.0062998795648411
"SZ2006DHS","20-24","TRM",24,0.0328317373461012,0.034892552499312
"SZ2006DHS","25-29","LB",550,0.951557093425606,0.958389775260609
"SZ2006DHS","25-29","SB",11,0.0190311418685121,0.0166963401928369
"SZ2006DHS","25-29","TRM",17,0.0294117647058824,0.0249138845465541
"SZ2006DHS","30-34","LB",366,0.948186528497409,0.941623556727333
"SZ2006DHS","30-34","SB",2,0.00518134715025907,0.00590063214926117
"SZ2006DHS","30-34","TRM",18,0.0466321243523316,0.0524758111234063
"SZ2006DHS","35-39","LB",235,0.925196850393701,0.927463222174075
"SZ2006DHS","35-39","SB",4,0.015748031496063,0.0173467746038796
"SZ2006DHS","35-39","TRM",15,0.0590551181102362,0.055190003222045
"SZ2006DHS","40-44","LB",82,0.911111111111111,0.912716783725733
"SZ2006DHS","40-44","SB",1,0.0111111111111111,0.00700079781946421
"SZ2006DHS","40-44","TRM",7,0.0777777777777778,0.0802824184548027
"SZ2006DHS","45-49","LB",6,0.75,0.640367728792087
"SZ2006DHS","45-49","TRM",2,0.25,0.359632271207913
"ET2005DHS","<15","LB",13,0.866666666666667,0.899626579996569
"ET2005DHS","<15","SB",1,0.0666666666666667,0.00264194474197972
"ET2005DHS","<15","TRM",1,0.0666666666666667,0.0977314752614514
"ET2005DHS","15-19","LB",1112,0.951240376390077,0.964367412423583
"ET2005DHS","15-19","SB",14,0.0119760479041916,0.0138900279774801
"ET2005DHS","15-19","TRM",43,0.0367835757057314,0.0217425595989369
"ET2005DHS","20-24","LB",2271,0.960659898477157,0.958571279611198
"ET2005DHS","20-24","SB",22,0.00930626057529611,0.0118397725544106
"ET2005DHS","20-24","TRM",71,0.0300338409475465,0.0295889478343917
"ET2005DHS","25-29","LB",2180,0.969750889679715,0.973856669770758
"ET2005DHS","25-29","SB",12,0.00533807829181495,0.00503325280184692
"ET2005DHS","25-29","TRM",56,0.0249110320284698,0.0211100774273952
"ET2005DHS","30-34","LB",1502,0.963438101347017,0.965763418630568
"ET2005DHS","30-34","SB",14,0.00898011545862733,0.00794278955375728
"ET2005DHS","30-34","TRM",43,0.0275817831943554,0.0262937918156747
"ET2005DHS","35-39","LB",893,0.946977730646872,0.944664386132156
"ET2005DHS","35-39","SB",13,0.0137857900318134,0.0140477763445843
"ET2005DHS","35-39","TRM",37,0.039236479321315,0.0412878375232602
"ET2005DHS","40-44","LB",395,0.938242280285036,0.933556069090534
"ET2005DHS","40-44","SB",8,0.0190023752969121,0.0261784899038744
"ET2005DHS","40-44","TRM",18,0.0427553444180523,0.0402654410055921
"ET2005DHS","45-49","LB",78,0.917647058823529,0.908705565993646
"ET2005DHS","45-49","SB",2,0.0235294117647059,0.0389147374955901
"ET2005DHS","45-49","TRM",5,0.0588235294117647,0.0523796965107641
"ET2011DHS","<15","LB",6,0.857142857142857,0.766423698290905
"ET2011DHS","<15","TRM",1,0.142857142857143,0.233576301709095
"ET2011DHS","15-19","LB",896,0.955223880597015,0.948580010911279
"ET2011DHS","15-19","SB",11,0.011727078891258,0.0134128089893785
"ET2011DHS","15-19","TRM",31,0.0330490405117271,0.0380071800993429
"ET2011DHS","20-24","LB",2378,0.9512,0.951849051958705
"ET2011DHS","20-24","SB",27,0.0108,0.0182625810239788
"ET2011DHS","20-24","TRM",95,0.038,0.0298883670173166
"ET2011DHS","25-29","LB",2431,0.959352801894238,0.96691309879978
"ET2011DHS","25-29","SB",26,0.0102604577742699,0.00906239729025084
"ET2011DHS","25-29","TRM",77,0.0303867403314917,0.0240245039099692
"ET2011DHS","30-34","LB",1566,0.948516050878256,0.95668617236814
"ET2011DHS","30-34","SB",20,0.0121138703815869,0.0163355015147301
"ET2011DHS","30-34","TRM",65,0.0393700787401575,0.0269783261171303
"ET2011DHS","35-39","LB",988,0.939163498098859,0.939385812577573
"ET2011DHS","35-39","SB",16,0.0152091254752852,0.0168057822704858
"ET2011DHS","35-39","TRM",48,0.0456273764258555,0.0438084051519415
"ET2011DHS","40-44","LB",331,0.894594594594595,0.878608494034082
"ET2011DHS","40-44","SB",13,0.0351351351351351,0.0298018338814161
"ET2011DHS","40-44","TRM",26,0.0702702702702703,0.0915896720845019
"ET2011DHS","45-49","LB",73,0.858823529411765,0.868740691511681
"ET2011DHS","45-49","SB",2,0.0235294117647059,0.0346991312588905
"ET2011DHS","45-49","TRM",10,0.117647058823529,0.0965601772294288
"ET2016DHS","<15","LB",3,1,1
"ET2016DHS","15-19","LB",793,0.934040047114252,0.937154300182503
"ET2016DHS","15-19","SB",10,0.0117785630153121,0.0147095906436516
"ET2016DHS","15-19","TRM",46,0.0541813898704358,0.0481361091738458
"ET2016DHS","20-24","LB",2207,0.958731537793223,0.966750298141373
"ET2016DHS","20-24","SB",20,0.00868809730668984,0.00823825906715633
"ET2016DHS","20-24","TRM",75,0.0325803649000869,0.0250114427914704
"ET2016DHS","25-29","LB",2352,0.95609756097561,0.960118272424681
"ET2016DHS","25-29","SB",23,0.00934959349593496,0.0119614550321432
"ET2016DHS","25-29","TRM",85,0.0345528455284553,0.0279202725431761
"ET2016DHS","30-34","LB",1538,0.945879458794588,0.9494535801846
"ET2016DHS","30-34","SB",18,0.011070110701107,0.0116563407108093
"ET2016DHS","30-34","TRM",70,0.043050430504305,0.0388900791045905
"ET2016DHS","35-39","LB",970,0.942662779397473,0.944944143593311
"ET2016DHS","35-39","SB",8,0.00777453838678328,0.00723205640921114
"ET2016DHS","35-39","TRM",51,0.0495626822157434,0.0478237999974781
"ET2016DHS","40-44","LB",315,0.907780979827089,0.909700222161781
"ET2016DHS","40-44","SB",7,0.0201729106628242,0.0199971990450046
"ET2016DHS","40-44","TRM",25,0.0720461095100865,0.0703025787932148
"ET2016DHS","45-49","LB",53,0.868852459016393,0.852715508116109
"ET2016DHS","45-49","SB",3,0.0491803278688525,0.0680050705187626
"ET2016DHS","45-49","TRM",5,0.0819672131147541,0.0792794213651286
"GA2019DHS","<15","LB",5,0.833333333333333,0.761914778441284
"GA2019DHS","<15","TRM",1,0.166666666666667,0.238085221558716
"GA2019DHS","15-19","LB",537,0.89202657807309,0.889505840999686
"GA2019DHS","15-19","SB",4,0.00664451827242525,0.00323299480233512
"GA2019DHS","15-19","TRM",61,0.101328903654485,0.107261164197979
"GA2019DHS","20-24","LB",1162,0.862657757980698,0.84188809069248
"GA2019DHS","20-24","SB",11,0.00816629547141797,0.00378344235850843
"GA2019DHS","20-24","TRM",174,0.129175946547884,0.154328466949012
"GA2019DHS","25-29","LB",1062,0.875515251442704,0.889745977844071
"GA2019DHS","25-29","SB",13,0.010717230008244,0.00694225587174314
"GA2019DHS","25-29","TRM",138,0.113767518549052,0.103311766284185
"GA2019DHS","30-34","LB",799,0.885809312638581,0.851207284415464
"GA2019DHS","30-34","SB",7,0.00776053215077605,0.00677446456384181
"GA2019DHS","30-34","TRM",96,0.106430155210643,0.142018251020694
"GA2019DHS","35-39","LB",569,0.860816944024206,0.839885597574141
"GA2019DHS","35-39","SB",7,0.010590015128593,0.00820368803816271
"GA2019DHS","35-39","TRM",85,0.128593040847201,0.151910714387697
"GA2019DHS","40-44","LB",241,0.854609929078014,0.822219329111954
"GA2019DHS","40-44","SB",5,0.0177304964539007,0.0302954401007034
"GA2019DHS","40-44","TRM",36,0.127659574468085,0.147485230787342
"GA2019DHS","45-49","LB",41,0.773584905660377,0.800033732718134
"GA2019DHS","45-49","TRM",12,0.226415094339623,0.199966267281866
"GM2013DHS","<15","LB",1,1,1
"GM2013DHS","15-19","LB",440,0.934182590233546,0.924950118343221
"GM2013DHS","15-19","SB",6,0.0127388535031847,0.0149784874402815
"GM2013DHS","15-19","TRM",25,0.0530785562632696,0.0600713942164973
"GM2013DHS","20-24","LB",1250,0.95565749235474,0.960240241021761
"GM2013DHS","20-24","SB",21,0.0160550458715596,0.0116320496804329
"GM2013DHS","20-24","TRM",37,0.0282874617737003,0.0281277092978064
"GM2013DHS","25-29","LB",1348,0.954674220963173,0.953726316398729
"GM2013DHS","25-29","SB",13,0.00920679886685552,0.00873548466174414
"GM2013DHS","25-29","TRM",51,0.0361189801699717,0.0375381989395267
"GM2013DHS","30-34","LB",1022,0.941068139963168,0.944414394760194
"GM2013DHS","30-34","SB",10,0.00920810313075507,0.00813378302904121
"GM2013DHS","30-34","TRM",54,0.0497237569060773,0.0474518222107652
"GM2013DHS","35-39","LB",596,0.926905132192846,0.921505631215849
"GM2013DHS","35-39","SB",5,0.00777604976671851,0.0108887055022213
"GM2013DHS","35-39","TRM",42,0.0653188180404355,0.06760566328193
"GM2013DHS","40-44","LB",237,0.944223107569721,0.945623067083688
"GM2013DHS","40-44","SB",2,0.00796812749003984,0.00946230777303409
"GM2013DHS","40-44","TRM",12,0.047808764940239,0.0449146251432774
"GM2013DHS","45-49","LB",57,0.904761904761905,0.832613035631831
"GM2013DHS","45-49","SB",1,0.0158730158730159,0.0177193274146747
"GM2013DHS","45-49","TRM",5,0.0793650793650794,0.149667636953494
"GM2019DHS","<15","LB",8,0.8,0.892178571277688
"GM2019DHS","<15","TRM",2,0.2,0.107821428722312
"GM2019DHS","15-19","LB",802,0.88716814159292,0.890934702006482
"GM2019DHS","15-19","SB",10,0.0110619469026549,0.0119128652403335
"GM2019DHS","15-19","TRM",92,0.101769911504425,0.0971524327531846
"GM2019DHS","20-24","LB",2136,0.919500645716746,0.906836851411415
"GM2019DHS","20-24","SB",24,0.0103314679294016,0.0114965854765175
"GM2019DHS","20-24","TRM",163,0.0701678863538528,0.0816665631120678
"GM2019DHS","25-29","LB",2103,0.913156752062527,0.905446303336576
"GM2019DHS","25-29","SB",37,0.0160660008684325,0.0145740489876833
"GM2019DHS","25-29","TRM",163,0.0707772470690404,0.0799796476757411
"GM2019DHS","30-34","LB",1599,0.911111111111111,0.893971739429587
"GM2019DHS","30-34","SB",39,0.0222222222222222,0.0241006953878539
"GM2019DHS","30-34","TRM",117,0.0666666666666667,0.0819275651825589
"GM2019DHS","35-39","LB",996,0.877533039647577,0.860652355302868
"GM2019DHS","35-39","SB",17,0.0149779735682819,0.0198316408189057
"GM2019DHS","35-39","TRM",122,0.107488986784141,0.119516003878227
"GM2019DHS","40-44","LB",352,0.836104513064133,0.83366433165528
"GM2019DHS","40-44","SB",11,0.0261282660332542,0.026347129104544
"GM2019DHS","40-44","TRM",58,0.137767220902613,0.139988539240176
"GM2019DHS","45-49","LB",56,0.682926829268293,0.66836022419437
"GM2019DHS","45-49","SB",2,0.024390243902439,0.0229735409273474
"GM2019DHS","45-49","TRM",24,0.292682926829268,0.308666234878282
"GU2015DHS","<15","LB",46,0.92,0.907358339930022
"GU2015DHS","<15","TRM",4,0.08,0.0926416600699784
"GU2015DHS","15-19","LB",2116,0.927256792287467,0.927970817600836
"GU2015DHS","15-19","SB",21,0.00920245398773006,0.00918792338309582
"GU2015DHS","15-19","TRM",145,0.0635407537248028,0.0628412590160678
"GU2015DHS","20-24","LB",3615,0.940916189484643,0.941123345462394
"GU2015DHS","20-24","SB",33,0.00858927641853201,0.00881091528138681
"GU2015DHS","20-24","TRM",194,0.0504945340968246,0.0500657392562193
"GU2015DHS","25-29","LB",2841,0.927522037218413,0.927230258699269
"GU2015DHS","25-29","SB",26,0.00848841005550114,0.00825391283186232
"GU2015DHS","25-29","TRM",196,0.0639895527260855,0.0645158284688687
"GU2015DHS","30-34","LB",1896,0.9181598062954,0.922323658345922
"GU2015DHS","30-34","SB",22,0.0106537530266344,0.0107335397403376
"GU2015DHS","30-34","TRM",147,0.0711864406779661,0.0669428019137399
"GU2015DHS","35-39","LB",1083,0.910084033613445,0.912701959496463
"GU2015DHS","35-39","SB",14,0.0117647058823529,0.0129905010803756
"GU2015DHS","35-39","TRM",93,0.0781512605042017,0.0743075394231613
"GU2015DHS","40-44","LB",371,0.822616407982262,0.810208906946146
"GU2015DHS","40-44","SB",10,0.0221729490022173,0.0171334609826241
"GU2015DHS","40-44","TRM",70,0.155210643015521,0.17265763207123
"GU2015DHS","45-49","LB",23,0.696969696969697,0.643147826170195
"GU2015DHS","45-49","SB",2,0.0606060606060606,0.0748947229722408
"GU2015DHS","45-49","TRM",8,0.242424242424242,0.281957450857564
"GN2005DHS","15-19","LB",12,0.857142857142857,0.871500455982114
"GN2005DHS","15-19","SB",2,0.142857142857143,0.128499544017886
"GN2005DHS","20-24","LB",41,0.976190476190476,0.988506929201243
"GN2005DHS","20-24","SB",1,0.0238095238095238,0.0114930707987569
"GN2005DHS","25-29","LB",88,0.967032967032967,0.962760893441411
"GN2005DHS","25-29","SB",2,0.021978021978022,0.0231689174533825
"GN2005DHS","25-29","TRM",1,0.010989010989011,0.0140701891052066
"GN2005DHS","30-34","LB",43,1,1
"GN2005DHS","35-39","LB",46,0.978723404255319,0.977075756209097
"GN2005DHS","35-39","TRM",1,0.0212765957446809,0.0229242437909026
"GN2005DHS","40-44","LB",10,1,1
"GN2005DHS","45-49","LB",2,1,1
"ID1994DHS","<15","LB",11,0.846153846153846,0.890700923504688
"ID1994DHS","<15","TRM",2,0.153846153846154,0.109299076495312
"ID1994DHS","15-19","LB",1249,0.944066515495087,0.932476293633032
"ID1994DHS","15-19","SB",14,0.0105820105820106,0.0130892031059877
"ID1994DHS","15-19","TRM",60,0.0453514739229025,0.0544345032609799
"ID1994DHS","20-24","LB",4048,0.953143395337886,0.952140693171279
"ID1994DHS","20-24","SB",24,0.00565104779844596,0.00558443020394215
"ID1994DHS","20-24","TRM",175,0.0412055568636685,0.0422748766247787
"ID1994DHS","25-29","LB",4311,0.93921568627451,0.932050652596301
"ID1994DHS","25-29","SB",48,0.0104575163398693,0.0126770160995106
"ID1994DHS","25-29","TRM",231,0.0503267973856209,0.0552723313041881
"ID1994DHS","30-34","LB",2974,0.934926123860421,0.926814320717058
"ID1994DHS","30-34","SB",31,0.00974536309336687,0.012012538872564
"ID1994DHS","30-34","TRM",176,0.0553285130462119,0.0611731404103782
"ID1994DHS","35-39","LB",1580,0.915411355735805,0.917353832443377
"ID1994DHS","35-39","SB",19,0.0110081112398609,0.0137525910899335
"ID1994DHS","35-39","TRM",127,0.0735805330243337,0.0688935764666899
"ID1994DHS","40-44","LB",500,0.920810313075506,0.908025752600053
"ID1994DHS","40-44","SB",7,0.0128913443830571,0.0136979095790019
"ID1994DHS","40-44","TRM",36,0.0662983425414365,0.0782763378209447
"ID1994DHS","45-49","LB",55,0.808823529411765,0.666150222211075
"ID1994DHS","45-49","TRM",13,0.191176470588235,0.333849777788925
"ID1997DHS","<15","LB",11,1,1
"ID1997DHS","15-19","LB",1354,0.927397260273973,0.929345991222969
"ID1997DHS","15-19","SB",17,0.0116438356164384,0.0143564476759667
"ID1997DHS","15-19","TRM",89,0.060958904109589,0.056297561101064
"ID1997DHS","20-24","LB",4396,0.945376344086022,0.944182311391986
"ID1997DHS","20-24","SB",36,0.00774193548387097,0.00633861971357249
"ID1997DHS","20-24","TRM",218,0.0468817204301075,0.0494790688944411
"ID1997DHS","25-29","LB",4152,0.943850875198909,0.935763214208589
"ID1997DHS","25-29","SB",36,0.00818367810866106,0.0126700031826363
"ID1997DHS","25-29","TRM",211,0.0479654466924301,0.0515667826087751
"ID1997DHS","30-34","LB",3061,0.936371979198532,0.930251096407302
"ID1997DHS","30-34","SB",25,0.00764759865402264,0.00762058642481335
"ID1997DHS","30-34","TRM",183,0.0559804221474457,0.0621283171678852
"ID1997DHS","35-39","LB",1576,0.924882629107981,0.911482315904728
"ID1997DHS","35-39","SB",14,0.00821596244131455,0.010836575100519
"ID1997DHS","35-39","TRM",114,0.0669014084507042,0.0776811089947532
"ID1997DHS","40-44","LB",548,0.881028938906752,0.88229479308559
"ID1997DHS","40-44","SB",9,0.0144694533762058,0.0127478562889448
"ID1997DHS","40-44","TRM",65,0.104501607717042,0.104957350625465
"ID1997DHS","45-49","LB",61,0.884057971014493,0.914372441710699
"ID1997DHS","45-49","SB",2,0.0289855072463768,0.0381309365264555
"ID1997DHS","45-49","TRM",6,0.0869565217391304,0.0474966217628456
"ID2003DHS","<15","LB",7,0.583333333333333,0.504052416652287
"ID2003DHS","<15","SB",1,0.0833333333333333,0.0569518867040795
"ID2003DHS","<15","TRM",4,0.333333333333333,0.438995696643633
"ID2003DHS","15-19","LB",1495,0.939660590823381,0.938425841171057
"ID2003DHS","15-19","SB",10,0.00628535512256443,0.00607470101800888
"ID2003DHS","15-19","TRM",86,0.0540540540540541,0.0554994578109343
"ID2003DHS","20-24","LB",4143,0.945890410958904,0.942414722392109
"ID2003DHS","20-24","SB",30,0.00684931506849315,0.00482203484269382
"ID2003DHS","20-24","TRM",207,0.0472602739726027,0.0527632427651975
"ID2003DHS","25-29","LB",4383,0.929783623249894,0.929455168257036
"ID2003DHS","25-29","SB",40,0.00848536274925753,0.00770891157448811
"ID2003DHS","25-29","TRM",291,0.0617310140008485,0.0628359201684761
"ID2003DHS","30-34","LB",2948,0.923558897243108,0.919653630157322
"ID2003DHS","30-34","SB",27,0.00845864661654135,0.0063827319258535
"ID2003DHS","30-34","TRM",217,0.0679824561403509,0.0739636379168244
"ID2003DHS","35-39","LB",1547,0.88248716486024,0.888189500819959
"ID2003DHS","35-39","SB",31,0.0176839703365659,0.0200989828224962
"ID2003DHS","35-39","TRM",175,0.0998288648031945,0.0917115163575446
"ID2003DHS","40-44","LB",457,0.863894139886578,0.886340787825961
"ID2003DHS","40-44","SB",6,0.0113421550094518,0.0210988263749369
"ID2003DHS","40-44","TRM",66,0.12476370510397,0.0925603857991023
"ID2003DHS","45-49","LB",54,0.771428571428571,0.816410646234588
"ID2003DHS","45-49","SB",2,0.0285714285714286,0.00735415904922732
"ID2003DHS","45-49","TRM",14,0.2,0.176235194716185
"ID2007DHS","<15","LB",7,0.875,0.971979159211803
"ID2007DHS","<15","TRM",1,0.125,0.0280208407881973
"ID2007DHS","15-19","LB",989,0.909007352941177,0.902326823973736
"ID2007DHS","15-19","SB",11,0.0101102941176471,0.0241073292700299
"ID2007DHS","15-19","TRM",88,0.0808823529411765,0.0735658467562345
"ID2007DHS","20-24","LB",3916,0.935946462715105,0.929338587141069
"ID2007DHS","20-24","SB",33,0.00788718929254302,0.00865300698309802
"ID2007DHS","20-24","TRM",235,0.0561663479923518,0.0620084058758326
"ID2007DHS","25-29","LB",4009,0.93558926487748,0.922722085794061
"ID2007DHS","25-29","SB",27,0.00630105017502917,0.010320333426292
"ID2007DHS","25-29","TRM",249,0.0581096849474912,0.0669575807796465
"ID2007DHS","30-34","LB",3364,0.933925596890616,0.933952741899911
"ID2007DHS","30-34","SB",28,0.00777345918933926,0.00526246042043058
"ID2007DHS","30-34","TRM",210,0.0583009439200444,0.0607847976796587
"ID2007DHS","35-39","LB",1776,0.901980700863382,0.87590739208537
"ID2007DHS","35-39","SB",19,0.00964956830878619,0.00872971194215212
"ID2007DHS","35-39","TRM",174,0.0883697308278314,0.115362895972478
"ID2007DHS","40-44","LB",627,0.848443843031123,0.814269682736493
"ID2007DHS","40-44","SB",10,0.013531799729364,0.00830438063854956
"ID2007DHS","40-44","TRM",102,0.138024357239513,0.177425936624958
"ID2007DHS","45-49","LB",74,0.718446601941748,0.735413887110705
"ID2007DHS","45-49","SB",5,0.0485436893203883,0.0359656834290551
"ID2007DHS","45-49","TRM",24,0.233009708737864,0.22862042946024
"ID2012DHS","<15","LB",4,0.8,0.912289284442473
"ID2012DHS","<15","TRM",1,0.2,0.0877107155575268
"ID2012DHS","15-19","LB",686,0.880616174582799,0.865681991834632
"ID2012DHS","15-19","SB",12,0.0154043645699615,0.0170256437486043
"ID2012DHS","15-19","TRM",81,0.10397946084724,0.117292364416763
"ID2012DHS","20-24","LB",3093,0.918621918621919,0.917963920060681
"ID2012DHS","20-24","SB",28,0.00831600831600832,0.00710961264799561
"ID2012DHS","20-24","TRM",246,0.0730620730620731,0.0749264672913239
"ID2012DHS","25-29","LB",3796,0.919573643410853,0.924934614421018
"ID2012DHS","25-29","SB",37,0.00896317829457364,0.00804609966630697
"ID2012DHS","25-29","TRM",295,0.0714631782945736,0.067019285912675
"ID2012DHS","30-34","LB",2900,0.89978281104561,0.90087688324567
"ID2012DHS","30-34","SB",35,0.010859447719516,0.0121354011139188
"ID2012DHS","30-34","TRM",288,0.0893577412348743,0.0869877156404113
"ID2012DHS","35-39","LB",1822,0.868446139180172,0.847387222430375
"ID2012DHS","35-39","SB",31,0.0147759771210677,0.0129082687074973
"ID2012DHS","35-39","TRM",245,0.116777883698761,0.139704508862127
"ID2012DHS","40-44","LB",601,0.824417009602195,0.825866366753238
"ID2012DHS","40-44","SB",10,0.0137174211248285,0.00980282200247462
"ID2012DHS","40-44","TRM",118,0.161865569272977,0.164330811244287
"ID2012DHS","45-49","LB",69,0.71875,0.758151990434712
"ID2012DHS","45-49","SB",1,0.0104166666666667,0.00204604170071961
"ID2012DHS","45-49","TRM",26,0.270833333333333,0.239801967864569
"JO1997DHS","15-19","LB",231,0.767441860465116,0.768289731308487
"JO1997DHS","15-19","SB",3,0.00996677740863787,0.00839149818079264
"JO1997DHS","15-19","TRM",67,0.222591362126246,0.22331877051072
"JO1997DHS","20-24","LB",1302,0.865691489361702,0.861071811744395
"JO1997DHS","20-24","SB",7,0.00465425531914894,0.00487671715434982
"JO1997DHS","20-24","TRM",195,0.129654255319149,0.134051471101255
"JO1997DHS","25-29","LB",1613,0.85524920466596,0.855688957342741
"JO1997DHS","25-29","SB",13,0.00689289501590668,0.00643707691296469
"JO1997DHS","25-29","TRM",260,0.137857900318134,0.137873965744294
"JO1997DHS","30-34","LB",1129,0.858555133079848,0.85987457843317
"JO1997DHS","30-34","SB",10,0.00760456273764259,0.00526640852672785
"JO1997DHS","30-34","TRM",176,0.13384030418251,0.134859013040102
"JO1997DHS","35-39","LB",605,0.817567567567568,0.816294911581928
"JO1997DHS","35-39","SB",8,0.0108108108108108,0.0109917426463057
"JO1997DHS","35-39","TRM",127,0.171621621621622,0.172713345771766
"JO1997DHS","40-44","LB",207,0.687707641196013,0.669907224452511
"JO1997DHS","40-44","SB",7,0.0232558139534884,0.0226944289694167
"JO1997DHS","40-44","TRM",87,0.289036544850498,0.307398346578073
"JO1997DHS","45-49","LB",34,0.666666666666667,0.686010201168331
"JO1997DHS","45-49","TRM",17,0.333333333333333,0.313989798831669
"KE1998DHS","<15","LB",5,1,1
"KE1998DHS","15-19","LB",360,0.9375,0.940705591457144
"KE1998DHS","15-19","SB",6,0.015625,0.0140816310167735
"KE1998DHS","15-19","TRM",18,0.046875,0.0452127775260827
"KE1998DHS","20-24","LB",1203,0.958565737051793,0.955928813556302
"KE1998DHS","20-24","SB",7,0.00557768924302789,0.00662186683943361
"KE1998DHS","20-24","TRM",45,0.0358565737051793,0.037449319604264
"KE1998DHS","25-29","LB",1015,0.967588179218303,0.963468493026791
"KE1998DHS","25-29","SB",4,0.00381315538608198,0.00554845627826543
"KE1998DHS","25-29","TRM",30,0.0285986653956149,0.0309830506949438
"KE1998DHS","30-34","LB",631,0.956060606060606,0.956040979991004
"KE1998DHS","30-34","SB",6,0.00909090909090909,0.00807979974555091
"KE1998DHS","30-34","TRM",23,0.0348484848484849,0.0358792202634453
"KE1998DHS","35-39","LB",395,0.94047619047619,0.946168614058784
"KE1998DHS","35-39","SB",6,0.0142857142857143,0.0124796223794152
"KE1998DHS","35-39","TRM",19,0.0452380952380952,0.0413517635618004
"KE1998DHS","40-44","LB",154,0.956521739130435,0.949607956160174
"KE1998DHS","40-44","SB",1,0.0062111801242236,0.0065243706864099
"KE1998DHS","40-44","TRM",6,0.0372670807453416,0.0438676731534156
"KE1998DHS","45-49","LB",26,0.928571428571429,0.935777500593489
"KE1998DHS","45-49","TRM",2,0.0714285714285714,0.0642224994065109
"KE2003DHS","<15","LB",2,1,1
"KE2003DHS","15-19","LB",490,0.949612403100775,0.948294697865499
"KE2003DHS","15-19","SB",4,0.00775193798449612,0.00536779237650491
"KE2003DHS","15-19","TRM",22,0.0426356589147287,0.0463375097579959
"KE2003DHS","20-24","LB",1270,0.962121212121212,0.962340687345516
"KE2003DHS","20-24","SB",14,0.0106060606060606,0.0124513072102
"KE2003DHS","20-24","TRM",36,0.0272727272727273,0.0252080054442835
"KE2003DHS","25-29","LB",1129,0.949537426408747,0.950420598625263
"KE2003DHS","25-29","SB",11,0.00925147182506308,0.0102623430848065
"KE2003DHS","25-29","TRM",49,0.0412111017661901,0.0393170582899301
"KE2003DHS","30-34","LB",706,0.940079893475366,0.950323930811993
"KE2003DHS","30-34","SB",13,0.0173102529960053,0.0157735211876435
"KE2003DHS","30-34","TRM",32,0.0426098535286285,0.0339025480003631
"KE2003DHS","35-39","LB",409,0.925339366515837,0.931702262096408
"KE2003DHS","35-39","SB",7,0.0158371040723982,0.0144463026029783
"KE2003DHS","35-39","TRM",26,0.0588235294117647,0.0538514353006133
"KE2003DHS","40-44","LB",181,0.928205128205128,0.936778181630958
"KE2003DHS","40-44","SB",5,0.0256410256410256,0.018179644491206
"KE2003DHS","40-44","TRM",9,0.0461538461538462,0.0450421738778361
"KE2003DHS","45-49","LB",19,0.791666666666667,0.844164944640389
"KE2003DHS","45-49","SB",2,0.0833333333333333,0.0515784154985872
"KE2003DHS","45-49","TRM",3,0.125,0.104256639861024
"KE2008DHS","<15","LB",24,0.96,0.836375498835278
"KE2008DHS","<15","TRM",1,0.04,0.163624501164722
"KE2008DHS","15-19","LB",808,0.968824940047962,0.967896762590855
"KE2008DHS","15-19","SB",5,0.00599520383693046,0.00802436653499621
"KE2008DHS","15-19","TRM",21,0.0251798561151079,0.0240788708741492
"KE2008DHS","20-24","LB",1766,0.95407887628309,0.955706465473536
"KE2008DHS","20-24","SB",7,0.0037817396002161,0.00438775304655504
"KE2008DHS","20-24","TRM",78,0.0421393841166937,0.0399057814799085
"KE2008DHS","25-29","LB",1405,0.95189701897019,0.952200957750094
"KE2008DHS","25-29","SB",11,0.00745257452574526,0.0085682259454199
"KE2008DHS","25-29","TRM",60,0.040650406504065,0.0392308163044859
"KE2008DHS","30-34","LB",947,0.944167497507478,0.948647805446062
"KE2008DHS","30-34","SB",6,0.00598205383848455,0.0151565940267217
"KE2008DHS","30-34","TRM",50,0.0498504486540379,0.0361956005272165
"KE2008DHS","35-39","LB",500,0.904159132007233,0.913793518991186
"KE2008DHS","35-39","SB",11,0.0198915009041591,0.0237550291147597
"KE2008DHS","35-39","TRM",42,0.0759493670886076,0.0624514518940547
"KE2008DHS","40-44","LB",190,0.871559633027523,0.869264047783708
"KE2008DHS","40-44","SB",3,0.0137614678899083,0.0136987056482475
"KE2008DHS","40-44","TRM",25,0.114678899082569,0.117037246568044
"KE2008DHS","45-49","LB",24,0.827586206896552,0.764450676145692
"KE2008DHS","45-49","SB",2,0.0689655172413793,0.0497083742777524
"KE2008DHS","45-49","TRM",3,0.103448275862069,0.185840949576556
"KE2014DHS","<15","LB",5,1,1
"KE2014DHS","15-19","LB",814,0.952046783625731,0.934279398084405
"KE2014DHS","15-19","SB",17,0.0198830409356725,0.0225166927452626
"KE2014DHS","15-19","TRM",24,0.0280701754385965,0.0432039091703322
"KE2014DHS","20-24","LB",2324,0.951289398280802,0.940988650038165
"KE2014DHS","20-24","SB",16,0.00654932460090053,0.00474863366727837
"KE2014DHS","20-24","TRM",103,0.0421612771182972,0.0542627162945565
